Price,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,MSFT,^GSPC,AAPL,GOOGL,MSFT,^GSPC,AAPL,GOOGL,MSFT,^GSPC,AAPL,GOOGL,MSFT,^GSPC,AAPL,GOOGL,MSFT,^GSPC,AAPL,GOOGL,MSFT,^GSPC
Date,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,27.591394424438477,41.49937057495117,56.93711853027344,2274.639892578125,29.760000228881836,41.547000885009766,62.70000076293945,2274.639892578125,29.905000686645508,41.73249816894531,62.869998931884766,2278.679931640625,29.702499389648438,41.47600173950195,62.349998474121094,2271.510009765625,29.77750015258789,41.54999923706055,62.619998931884766,2272.739990234375,104447600,25804000,19422300,3090680000
2017-01-17,27.813907623291016,41.3255729675293,56.78274917602539,2267.889892578125,30.0,41.37300109863281,62.529998779296875,2267.889892578125,30.059999465942383,41.50899887084961,62.70000076293945,2272.080078125,29.55500030517578,41.15999984741211,62.029998779296875,2262.81005859375,29.584999084472656,41.5,62.68000030517578,2269.139892578125,137759200,28818000,20664000,3586950000
2017-01-18,27.81159210205078,41.403480529785156,56.755496978759766,2271.889892578125,29.997499465942383,41.45100021362305,62.5,2271.889892578125,30.125,41.490501403808594,62.70000076293945,2272.010009765625,29.927499771118164,41.20399856567383,62.119998931884766,2263.35009765625,30.0,41.4900016784668,62.66999816894531,2269.139892578125,94852000,20554000,19670100,3317670000
2017-01-19,27.762922286987305,41.17124557495117,56.57388687133789,2263.68994140625,29.94499969482422,41.21849822998047,62.29999923706055,2263.68994140625,30.022499084472656,41.650001525878906,62.97999954223633,2274.330078125,29.842500686645508,41.198001861572266,62.20000076293945,2258.409912109375,29.850000381469727,41.45000076293945,62.2400016784668,2271.89990234375,102389200,21410000,18451700,3168390000
2017-01-20,27.813907623291016,41.36103057861328,56.97344207763672,2271.31005859375,30.0,41.40850067138672,62.7400016784668,2271.31005859375,30.112499237060547,41.46200180053711,62.81999969482422,2276.9599609375,29.9325008392334,41.22999954223633,62.369998931884766,2265.010009765625,30.112499237060547,41.454498291015625,62.66999816894531,2269.9599609375,130391600,26124000,30213500,3536850000
2017-01-23,27.832456588745117,42.173099517822266,57.17322540283203,2265.199951171875,30.020000457763672,42.221500396728516,62.959999084472656,2265.199951171875,30.202499389648438,42.277000427246094,63.119998931884766,2271.780029296875,29.9424991607666,41.435001373291016,62.56999969482422,2257.02001953125,30.0,41.580501556396484,62.70000076293945,2267.780029296875,88200800,49148000,23097600,3155240000
2017-01-24,27.806962966918945,42.42780685424805,57.68174743652344,2280.070068359375,29.99250030517578,42.47650146484375,63.52000045776367,2280.070068359375,30.024999618530273,42.57600021362305,63.7400016784668,2284.6298828125,29.875,42.11399841308594,62.939998626708984,2266.679931640625,29.887500762939453,42.3489990234375,63.20000076293945,2267.8798828125,92844000,33768000,24672900,3816950000
2017-01-25,28.249662399291992,42.873294830322266,57.82703399658203,2298.3701171875,30.469999313354492,42.92250061035156,63.68000030517578,2298.3701171875,30.524999618530273,42.93949890136719,64.0999984741211,2299.550048828125,30.06999969482422,42.48699951171875,63.45000076293945,2288.8798828125,30.104999542236328,42.6775016784668,63.95000076293945,2288.8798828125,129510400,33108000,23672700,3849340000
2017-01-26,28.263568878173828,42.79987716674805,58.36280059814453,2296.679931640625,30.485000610351562,42.8489990234375,64.2699966430664,2296.679931640625,30.610000610351562,43.04999923706055,64.54000091552734,2300.989990234375,30.399999618530273,42.5260009765625,63.54999923706055,2294.080078125,30.417499542236328,42.95249938964844,64.12000274658203,2298.6298828125,105350400,69866000,43554600,3611510000
2017-01-27,28.26589012145996,42.20306396484375,59.734031677246094,2294.68994140625,30.487499237060547,42.25149917602539,65.77999877929688,2294.68994140625,30.587499618530273,43.349998474121094,65.91000366210938,2299.02001953125,30.399999618530273,42.095001220703125,64.88999938964844,2291.6201171875,30.53499984741211,42.95000076293945,65.38999938964844,2299.02001953125,82251600,75050000,44818000,3137420000
2017-01-30,28.191715240478516,41.14427947998047,59.14375686645508,2280.89990234375,30.407499313354492,41.19150161743164,65.12999725341797,2280.89990234375,30.407499313354492,41.86149978637695,65.79000091552734,2286.010009765625,30.165000915527344,41.05149841308594,64.80000305175781,2268.0400390625,30.232500076293945,41.85300064086914,65.69000244140625,2286.010009765625,121510000,70338000,31651400,3595040000
2017-01-31,28.126811981201172,40.962486267089844,58.7078857421875,2278.8701171875,30.337499618530273,41.009498596191406,64.6500015258789,2278.8701171875,30.34749984741211,41.153499603271484,65.1500015258789,2279.090087890625,30.155000686645508,40.66999816894531,64.26000213623047,2267.2099609375,30.287500381469727,40.974998474121094,64.86000061035156,2274.02001953125,196804000,40404000,25270500,4089730000
2017-02-01,29.842008590698242,40.71527099609375,57.736228942871094,2279.550048828125,32.1875,40.762001037597656,63.58000183105469,2279.550048828125,32.622501373291016,41.20000076293945,64.62000274658203,2289.139892578125,31.752500534057617,40.61249923706055,63.470001220703125,2272.43994140625,31.75749969482422,41.20000076293945,64.36000061035156,2285.590087890625,447940000,45020000,39671500,3919190000
2017-02-02,29.791015625,40.86609649658203,57.36391830444336,2280.85009765625,32.13249969482422,40.91299819946289,63.16999816894531,2280.85009765625,32.34749984741211,41.22800064086914,63.40999984741211,2283.969970703125,31.94499969482422,40.602500915527344,62.75,2271.64990234375,31.9950008392334,40.75,63.25,2276.68994140625,134841600,33784000,45827000,3809760000
2017-02-03,29.918493270874023,40.95949172973633,57.82703399658203,2297.419921875,32.27000045776367,41.006500244140625,63.68000030517578,2297.419921875,32.29750061035156,41.30649948120117,63.70000076293945,2298.31005859375,32.040000915527344,40.967498779296875,63.06999969482422,2287.8798828125,32.07749938964844,41.15650177001953,63.5,2288.5400390625,98029200,30562000,30301800,3605970000
2017-02-06,30.19894790649414,41.03390884399414,57.790714263916016,2292.56005859375,32.5724983215332,41.08100128173828,63.63999938964844,2292.56005859375,32.625,41.11949920654297,63.650001525878906,2296.179931640625,32.224998474121094,40.714500427246094,63.13999938964844,2288.570068359375,32.282501220703125,41.04600143432617,63.5,2294.280029296875,107383600,27018000,19796400,3112390000
2017-02-07,30.486364364624023,41.41396713256836,57.600013732910156,2293.080078125,32.88249969482422,41.46149826049805,63.43000030517578,2293.080078125,33.022499084472656,41.59600067138672,63.779998779296875,2299.39990234375,32.61249923706055,41.16450119018555,63.22999954223633,2290.159912109375,32.6349983215332,41.275001525878906,63.7400016784668,2295.8701171875,152735200,33332000,20277200,3452460000
2017-02-08,30.604572296142578,41.44643020629883,57.51828384399414,2294.669921875,33.0099983215332,41.49399948120117,63.34000015258789,2294.669921875,33.05500030517578,41.712501525878906,63.810001373291016,2295.909912109375,32.80500030517578,41.25550079345703,63.220001220703125,2285.3798828125,32.837501525878906,41.5265007019043,63.56999969482422,2289.550048828125,92016400,26044000,18096400,3611950000
2017-02-09,30.82571792602539,41.455421447753906,58.17210006713867,2307.8701171875,33.10499954223633,41.50299835205078,64.05999755859375,2307.8701171875,33.11249923706055,41.5989990234375,64.44000244140625,2311.080078125,32.779998779296875,41.32500076293945,63.31999969482422,2296.610107421875,32.912498474121094,41.58649826049805,63.52000045776367,2296.699951171875,113399600,23884000,22644400,3681600000
2017-02-10,30.755889892578125,41.69464874267578,58.11762619018555,2316.10009765625,33.029998779296875,41.74250030517578,64.0,2316.10009765625,33.23500061035156,41.85749816894531,64.30000305175781,2319.22998046875,33.01250076293945,41.5255012512207,63.97999954223633,2311.10009765625,33.1150016784668,41.647499084472656,64.25,2312.27001953125,80262000,28302000,18170700,3496600000
2017-02-13,31.02825164794922,41.8999137878418,58.771453857421875,2328.25,33.3224983215332,41.948001861572266,64.72000122070312,2328.25,33.45500183105469,42.08700180053711,64.86000061035156,2331.580078125,33.1875,41.8125,64.12999725341797,2321.419921875,33.27000045776367,41.8849983215332,64.23999786376953,2321.719970703125,92141600,25914000,22920100,3352370000
2017-02-14,31.430959701538086,41.95335006713867,58.99072265625,2337.580078125,33.755001068115234,42.00149917602539,64.56999969482422,2337.580078125,33.772499084472656,42.099998474121094,64.72000122070312,2337.580078125,33.3125,41.791500091552734,64.0199966430664,2322.169921875,33.36750030517578,41.98849868774414,64.41000366210938,2326.1201171875,132904800,27266000,23108400,3528040000
2017-02-15,31.545032501220703,41.81800842285156,58.95417022705078,2349.25,33.877498626708984,41.86600112915039,64.52999877929688,2349.25,34.067501068115234,42.0885009765625,64.56999969482422,2351.300048828125,33.654998779296875,41.81100082397461,64.16000366210938,2334.81005859375,33.880001068115234,41.94049835205078,64.5,2335.580078125,142492400,27144000,17005200,3785870000
2017-02-16,31.507787704467773,42.06023025512695,58.94504165649414,2347.219970703125,33.837501525878906,42.10850143432617,64.5199966430664,2347.219970703125,33.974998474121094,42.134498596191406,65.23999786376953,2351.31005859375,33.709999084472656,41.862998962402344,64.44000244140625,2338.8701171875,33.91749954223633,41.92499923706055,64.73999786376953,2349.639892578125,90338400,20102000,20546300,3675900000
2017-02-17,31.593921661376953,42.27897644042969,59.03639221191406,2351.159912109375,33.93000030517578,42.32749938964844,64.62000274658203,2351.159912109375,33.95750045776367,42.34700012207031,64.69000244140625,2351.159912109375,33.775001525878906,41.98899841308594,64.30000305175781,2339.580078125,33.775001525878906,42.06549835205078,64.47000122070312,2343.010009765625,88792800,29224000,21248800,3516830000
2017-02-21,31.822052001953125,42.41482162475586,58.917625427246094,2365.3798828125,34.17499923706055,42.4635009765625,64.48999786376953,2365.3798828125,34.1875,42.61000061035156,64.94999694824219,2366.7099609375,33.994998931884766,42.32749938964844,64.44999694824219,2354.909912109375,34.057498931884766,42.39950180053711,64.61000061035156,2354.909912109375,98028800,25206000,20655900,3587520000
2017-02-22,31.917491912841797,42.519203186035156,58.79886245727539,2362.820068359375,34.27750015258789,42.56800079345703,64.36000061035156,2362.820068359375,34.279998779296875,42.68949890136719,64.38999938964844,2365.1298828125,34.02750015258789,42.33549880981445,64.05000305175781,2358.340087890625,34.10749816894531,42.400001525878906,64.33000183105469,2361.110107421875,83347600,24488000,19292700,3473170000
2017-02-23,31.782474517822266,42.501220703125,59.03639221191406,2363.81005859375,34.13249969482422,42.54999923706055,64.62000274658203,2363.81005859375,34.369998931884766,42.63100051879883,64.7300033569336,2368.260009765625,34.07500076293945,42.125,64.19000244140625,2355.090087890625,34.345001220703125,42.55400085449219,64.41999816894531,2367.5,83152800,27734000,20273100,4021770000
2017-02-24,31.81273078918457,42.34190368652344,59.03639221191406,2367.340087890625,34.165000915527344,42.390499114990234,64.62000274658203,2367.340087890625,34.165000915527344,42.417999267578125,64.80000305175781,2367.340087890625,33.81999969482422,42.14799880981445,64.13999938964844,2352.8701171875,33.977500915527344,42.38249969482422,64.52999877929688,2355.72998046875,87106400,26924000,21796800,3832410000
2017-02-27,31.87558364868164,42.43479919433594,58.68009567260742,2369.75,34.23249816894531,42.48350143432617,64.2300033569336,2369.75,34.36000061035156,42.53350067138672,64.54000091552734,2371.5400390625,34.06999969482422,42.1505012512207,64.05000305175781,2361.8701171875,34.28499984741211,42.247501373291016,64.54000091552734,2365.22998046875,81029600,20206000,15871500,3584680000
2017-02-28,31.889554977416992,42.19806671142578,58.451698303222656,2363.639892578125,34.247501373291016,42.246498107910156,63.97999954223633,2363.639892578125,34.36000061035156,42.44150161743164,64.19999694824219,2367.7900390625,34.17499923706055,42.071998596191406,63.7599983215332,2358.9599609375,34.27000045776367,42.36750030517578,64.08000183105469,2366.080078125,93931600,27662000,23239800,4212460000
2017-03-01,32.54135513305664,42.788394927978516,59.32875442504883,2395.9599609375,34.9474983215332,42.837501525878906,64.94000244140625,2395.9599609375,35.037498474121094,42.900001525878906,64.98999786376953,2400.97998046875,34.400001525878906,42.45100021362305,64.0199966430664,2380.1298828125,34.47249984741211,42.569000244140625,64.12999725341797,2380.1298828125,145658400,36374000,26937500,4347630000
2017-03-02,32.34814453125,42.44378662109375,58.47911071777344,2381.919921875,34.7400016784668,42.49250030517578,64.01000213623047,2381.919921875,35.06999969482422,42.824501037597656,64.75,2394.75,34.689998626708984,42.43600082397461,63.880001068115234,2380.169921875,35.0,42.81549835205078,64.69000244140625,2394.75,104844000,25018000,24539600,3824030000
2017-03-03,32.539031982421875,42.405330657958984,58.698368072509766,2383.1201171875,34.94499969482422,42.45399856567383,64.25,2383.1201171875,34.95750045776367,42.54100036621094,64.27999877929688,2383.889892578125,34.647499084472656,42.23550033569336,63.619998931884766,2375.389892578125,34.69499969482422,42.446998596191406,63.9900016784668,2380.919921875,84432400,20100000,18135900,3556670000
2017-03-06,32.43660354614258,42.31493377685547,58.71663284301758,2375.31005859375,34.834999084472656,42.36349868774414,64.2699966430664,2375.31005859375,34.942501068115234,42.446998596191406,64.55999755859375,2378.800048828125,34.650001525878906,42.05849838256836,63.810001373291016,2367.97998046875,34.842498779296875,42.34299850463867,63.970001220703125,2375.22998046875,87000000,20958000,18750300,3251800000
2017-03-07,32.47850036621094,42.50871276855469,58.835411071777344,2368.389892578125,34.880001068115234,42.557498931884766,64.4000015258789,2368.389892578125,34.994998931884766,42.666500091552734,64.77999877929688,2375.1201171875,34.6974983215332,42.2760009765625,64.19000244140625,2365.510009765625,34.76499938964844,42.362998962402344,64.19000244140625,2370.739990234375,69785200,20774000,18521000,3526300000
2017-03-08,32.35746383666992,42.6330680847168,59.37442398071289,2362.97998046875,34.75,42.68199920654297,64.98999786376953,2362.97998046875,34.95000076293945,42.846500396728516,65.08000183105469,2373.090087890625,34.70500183105469,42.5625,64.25,2361.010009765625,34.73749923706055,42.65599822998047,64.26000213623047,2369.81005859375,74828800,20576000,21510900,3814080000
2017-03-09,32.28296661376953,42.84282684326172,59.136898040771484,2364.8701171875,34.66999816894531,42.891998291015625,64.7300033569336,2364.8701171875,34.6974983215332,43.035499572753906,65.19999694824219,2369.080078125,34.26250076293945,42.63349914550781,64.4800033569336,2354.5400390625,34.685001373291016,42.68450164794922,65.19000244140625,2363.489990234375,88623600,26954000,19846800,3718450000
2017-03-10,32.39004898071289,43.02112579345703,59.31959915161133,2372.60009765625,34.78499984741211,43.070499420166016,64.93000030517578,2372.60009765625,34.84000015258789,43.21149826049805,65.26000213623047,2376.860107421875,34.65999984741211,42.88050079345703,64.75,2363.0400390625,34.8125,43.1349983215332,65.11000061035156,2372.52001953125,78451200,26732000,19538200,3434400000
2017-03-13,32.404014587402344,43.179443359375,59.118614196777344,2373.469970703125,34.79999923706055,43.229000091552734,64.70999908447266,2373.469970703125,34.85749816894531,43.35649871826172,65.19000244140625,2374.419921875,34.70500183105469,43.04100036621094,64.56999969482422,2368.52001953125,34.712501525878906,43.041500091552734,65.01000213623047,2371.56005859375,69686800,23332000,20100000,3166650000
2017-03-14,32.355140686035156,43.24586868286133,58.844547271728516,2365.449951171875,34.747501373291016,43.295501708984375,64.41000366210938,2365.449951171875,34.912498474121094,43.37900161743164,64.55000305175781,2368.550048828125,34.709999084472656,43.006500244140625,64.1500015258789,2358.179931640625,34.82500076293945,43.1875,64.52999877929688,2368.550048828125,61236400,21234000,14280200,3173760000
2017-03-15,32.697330474853516,43.36972427368164,59.1551628112793,2385.260009765625,35.1150016784668,43.419498443603516,64.75,2385.260009765625,35.1875,43.49399948120117,64.91999816894531,2390.010009765625,34.75749969482422,43.064998626708984,64.25,2368.93994140625,34.852500915527344,43.39699935913086,64.55000305175781,2370.340087890625,102767200,26658000,24833800,3909490000
2017-03-16,32.75087356567383,43.45013427734375,59.054656982421875,2381.3798828125,35.17250061035156,43.5,64.63999938964844,2381.3798828125,35.255001068115234,43.635501861572266,64.76000213623047,2388.10009765625,35.064998626708984,43.375999450683594,64.30000305175781,2377.179931640625,35.18000030517578,43.5265007019043,64.75,2387.7099609375,76928000,22090000,20674300,3368880000
2017-03-17,32.587913513183594,43.56849670410156,59.26479721069336,2378.25,34.997501373291016,43.618499755859375,64.87000274658203,2378.25,35.25,43.72100067138672,65.23999786376953,2385.7099609375,34.97249984741211,43.41849899291992,64.68000030517578,2377.639892578125,35.25,43.683998107910156,64.91000366210938,2383.7099609375,175540000,37366000,49219700,5179820000
2017-03-20,32.93012237548828,43.34575271606445,59.31959915161133,2373.469970703125,35.3650016784668,43.39550018310547,64.93000030517578,2373.469970703125,35.375,43.516998291015625,65.18000030517578,2379.550048828125,35.057498931884766,43.23350143432617,64.72000122070312,2369.659912109375,35.099998474121094,43.4739990234375,64.91000366210938,2378.239990234375,86168000,30844000,14598100,3061560000
2017-03-21,32.55300521850586,42.45827102661133,58.66182327270508,2344.02001953125,34.959999084472656,42.50699996948242,64.20999908447266,2344.02001953125,35.70000076293945,43.673500061035156,65.5,2381.929931640625,34.932498931884766,42.384498596191406,64.12999725341797,2341.89990234375,35.52750015258789,43.50299835205078,65.19000244140625,2379.320068359375,158119600,50760000,26640500,4278890000
2017-03-22,32.920814514160156,42.44129180908203,59.41096496582031,2348.449951171875,35.35499954223633,42.4900016784668,65.02999877929688,2348.449951171875,35.400001525878906,42.76750183105469,65.13999938964844,2351.81005859375,34.939998626708984,42.349998474121094,64.12000274658203,2336.449951171875,34.962501525878906,42.4739990234375,64.12000274658203,2343.0,103440800,27334000,20680000,3575160000
2017-03-23,32.804412841796875,41.93437194824219,59.26479721069336,2345.9599609375,35.22999954223633,41.98249816894531,64.87000274658203,2345.9599609375,35.39500045776367,42.08449935913086,65.23999786376953,2358.919921875,35.15250015258789,41.650001525878906,64.7699966430664,2342.1298828125,35.314998626708984,42.06949996948242,64.94000244140625,2345.969970703125,81385200,65754000,19269200,3262400000
2017-03-24,32.73923110961914,41.709129333496094,59.36530303955078,2343.97998046875,35.15999984741211,41.75699996948242,64.9800033569336,2343.97998046875,35.435001373291016,42.20000076293945,65.44999694824219,2356.219970703125,35.087501525878906,41.45500183105469,64.76000213623047,2335.739990234375,35.375,42.099998474121094,65.36000061035156,2350.419921875,89582400,42114000,22617100,2978530000
2017-03-27,32.795101165771484,41.877437591552734,59.474918365478516,2341.590087890625,35.220001220703125,41.925498962402344,65.0999984741211,2341.590087890625,35.30500030517578,42.069000244140625,65.22000122070312,2344.89990234375,34.654998779296875,41.21500015258789,64.3499984741211,2322.25,34.84749984741211,41.40449905395508,64.62999725341797,2329.110107421875,94300400,38692000,18614700,3242300000
2017-03-28,33.474830627441406,41.98331832885742,59.648502349853516,2358.570068359375,35.95000076293945,42.03150177001953,65.29000091552734,2358.570068359375,36.0099983215332,42.27000045776367,65.47000122070312,2363.780029296875,35.154998779296875,41.61349868774414,64.6500015258789,2337.6298828125,35.227500915527344,41.984500885009766,64.95999908447266,2339.7900390625,133499200,30384000,20080400,3369120000
2017-03-29,33.54933166503906,42.444786071777344,59.81294631958008,2361.1298828125,36.029998779296875,42.493499755859375,65.47000122070312,2361.1298828125,36.122501373291016,42.579498291015625,65.5,2363.360107421875,35.79750061035156,42.069000244140625,64.94999694824219,2352.93994140625,35.91999816894531,42.13750076293945,65.12000274658203,2356.5400390625,116760000,29146000,13618400,3107670000
2017-03-30,33.50510025024414,42.42530822753906,60.03221893310547,2368.06005859375,35.98249816894531,42.4739990234375,65.70999908447266,2368.06005859375,36.125,42.599998474121094,65.9800033569336,2370.419921875,35.875,42.3385009765625,65.36000061035156,2358.580078125,36.04750061035156,42.5989990234375,65.41999816894531,2361.31005859375,84829200,18988000,15122800,3159680000
2017-03-31,33.442256927490234,42.34140396118164,60.169246673583984,2362.719970703125,35.915000915527344,42.38999938964844,65.86000061035156,2362.719970703125,36.067501068115234,42.47800064086914,66.19000244140625,2370.35009765625,35.752498626708984,42.262001037597656,65.44999694824219,2362.60009765625,35.93000030517578,42.34149932861328,65.6500015258789,2364.820068359375,78646800,28820000,21040300,3356740000
2017-04-03,33.45156478881836,42.788394927978516,59.886043548583984,2358.840087890625,35.92499923706055,42.837501525878906,65.55000305175781,2358.840087890625,36.029998779296875,42.95000076293945,65.94000244140625,2365.8701171875,35.76250076293945,42.37649917602539,65.19000244140625,2344.72998046875,35.9275016784668,42.4375,65.80999755859375,2362.340087890625,79942800,39388000,20400900,3418730000
2017-04-04,33.70064926147461,42.57963180541992,60.05048751831055,2360.159912109375,36.192501068115234,42.628501892089844,65.7300033569336,2360.159912109375,36.22249984741211,42.650001525878906,65.80999755859375,2360.530029296875,35.79249954223633,42.3754997253418,65.27999877929688,2350.719970703125,35.8125,42.400001525878906,65.38999938964844,2354.760009765625,79565600,26970000,12997400,3208340000
2017-04-05,33.52606201171875,42.3968391418457,59.89516067504883,2352.949951171875,36.005001068115234,42.445499420166016,65.55999755859375,2352.949951171875,36.3650016784668,43.02949905395508,66.3499984741211,2378.360107421875,35.95249938964844,42.375999450683594,65.44000244140625,2350.52001953125,36.05500030517578,42.73550033569336,66.30000305175781,2366.590087890625,110871600,37104000,21448600,3780650000
2017-04-06,33.442256927490234,42.20656204223633,60.05048751831055,2357.489990234375,35.915000915527344,42.255001068115234,65.7300033569336,2357.489990234375,36.130001068115234,42.679500579833984,66.05999755859375,2364.159912109375,35.86249923706055,42.20000076293945,65.4800033569336,2348.89990234375,36.0724983215332,42.474998474121094,65.5999984741211,2353.7900390625,84596000,30672000,18103500,3203250000
2017-04-07,33.36775207519531,42.056732177734375,60.00480270385742,2355.5400390625,35.834999084472656,42.10499954223633,65.68000030517578,2355.5400390625,36.04499816894531,42.29399871826172,65.95999908447266,2363.760009765625,35.817501068115234,41.8650016784668,65.44000244140625,2350.739990234375,35.932498931884766,42.25,65.8499984741211,2356.590087890625,66688800,22232000,14108500,3054700000
2017-04-10,33.32818603515625,42.0367546081543,59.86775207519531,2357.159912109375,35.79249954223633,42.084999084472656,65.52999877929688,2357.159912109375,35.970001220703125,42.33700180053711,65.81999969482422,2366.3701171875,35.724998474121094,42.03950119018555,65.36000061035156,2351.5,35.900001525878906,42.07699966430664,65.61000061035156,2357.159912109375,75733600,20924000,17952700,2792570000
2017-04-11,32.96969985961914,41.945858001708984,59.82208251953125,2353.780029296875,35.407501220703125,41.99399948120117,65.4800033569336,2353.780029296875,35.837501525878906,42.23149871826172,65.61000061035156,2355.219970703125,35.01499938964844,41.72999954223633,64.8499984741211,2337.25,35.73500061035156,42.084999084472656,65.5999984741211,2353.919921875,121517600,19486000,18791500,3120900000
2017-04-12,33.00926971435547,42.0247688293457,59.59370040893555,2344.929931640625,35.45000076293945,42.073001861572266,65.2300033569336,2344.929931640625,35.537498474121094,42.18600082397461,65.51000213623047,2352.719970703125,35.252498626708984,41.87950134277344,65.11000061035156,2341.179931640625,35.400001525878906,41.92300033569336,65.41999816894531,2352.14990234375,81400000,22716000,17108500,3201300000
2017-04-13,32.83467483520508,41.96084213256836,59.33787155151367,2328.949951171875,35.26250076293945,42.00899887084961,64.94999694824219,2328.949951171875,35.595001220703125,42.186500549316406,65.86000061035156,2348.260009765625,35.26250076293945,41.89250183105469,64.94999694824219,2328.949951171875,35.477500915527344,42.051998138427734,65.29000091552734,2341.97998046875,71291600,21474000,17896500,3146380000
2017-04-17,33.0162467956543,42.70748519897461,59.82208251953125,2349.010009765625,35.45750045776367,42.756500244140625,65.4800033569336,2349.010009765625,35.470001220703125,42.78200149536133,65.48999786376953,2349.139892578125,35.217498779296875,42.05149841308594,65.01000213623047,2332.510009765625,35.369998931884766,42.069000244140625,65.04000091552734,2332.6201171875,66328400,20982000,16689300,2826890000
2017-04-18,32.869590759277344,42.650550842285156,59.73984909057617,2342.18994140625,35.29999923706055,42.699501037597656,65.38999938964844,2342.18994140625,35.5099983215332,42.86949920654297,65.70999908447266,2348.35009765625,35.27750015258789,42.5625,65.16000366210938,2334.5400390625,35.352500915527344,42.62699890136719,65.33000183105469,2342.530029296875,58790000,18724000,15155600,3272210000
2017-04-19,32.74854278564453,42.776405334472656,59.420101165771484,2338.169921875,35.16999816894531,42.82550048828125,65.04000091552734,2338.169921875,35.5,43.0099983215332,65.75,2352.6298828125,35.11249923706055,42.67649841308594,64.88999938964844,2335.050048828125,35.470001220703125,42.86949920654297,65.6500015258789,2346.7900390625,69313600,21606000,26992800,3521160000
2017-04-20,33.15824890136719,42.95470428466797,59.840362548828125,2355.840087890625,35.61000061035156,43.00400161743164,65.5,2355.840087890625,35.72999954223633,43.19649887084961,65.75,2361.3701171875,35.290000915527344,42.875,65.13999938964844,2340.909912109375,35.30500030517578,42.98699951171875,65.45999908447266,2342.68994140625,93278400,23776000,22299500,3648990000
